group,cluster_id,image,label_count,cluster_has_positive,cluster_size,representative,positive_representative,score_to_representative
stage0,stage0_000000,images/0720_10/04864_1784522851811413_0.jpg,0,0,3,images/0720_10/04865_1784522851820414_0.jpg,images/0720_10/04865_1784522851820414_0.jpg,0.999997615814209
stage0,stage0_000000,images/0720_10/04865_1784522851820414_0.jpg,0,0,3,images/0720_10/04865_1784522851820414_0.jpg,images/0720_10/04865_1784522851820414_0.jpg,1.0
stage0,stage0_000000,images/0720_10/04866_1784522851858415_0.jpg,0,0,3,images/0720_10/04865_1784522851820414_0.jpg,images/0720_10/04865_1784522851820414_0.jpg,0.9998475313186646
stage0,stage0_000001,images/0720_10/04828_1784522776282398_0.jpg,0,0,3,images/0720_10/04829_1784522776287399_0.jpg,images/0720_10/04829_1784522776287399_0.jpg,0.9999967813491821
stage0,stage0_000001,images/0720_10/04829_1784522776287399_0.jpg,0,0,3,images/0720_10/04829_1784522776287399_0.jpg,images/0720_10/04829_1784522776287399_0.jpg,1.0
stage0,stage0_000001,images/0720_10/04830_1784522776323400_0.jpg,0,0,3,images/0720_10/04829_1784522776287399_0.jpg,images/0720_10/04829_1784522776287399_0.jpg,0.9997512102127075
stage0,stage0_000002,images/0720_10/04885_1784522897251422_0.jpg,0,0,3,images/0720_10/04886_1784522897260423_0.jpg,images/0720_10/04886_1784522897260423_0.jpg,0.9999983906745911
stage0,stage0_000002,images/0720_10/04886_1784522897260423_0.jpg,0,0,3,images/0720_10/04886_1784522897260423_0.jpg,images/0720_10/04886_1784522897260423_0.jpg,1.0
stage0,stage0_000002,images/0720_10/04887_1784522897294424_0.jpg,0,0,3,images/0720_10/04886_1784522897260423_0.jpg,images/0720_10/04886_1784522897260423_0.jpg,0.9997373819351196
stage0,stage0_000003,images/0720_9/04379_1784521718313239_0.jpg,0,0,3,images/0720_9/04380_1784521718429240_0.jpg,images/0720_9/04380_1784521718429240_0.jpg,0.9996820688247681
stage0,stage0_000003,images/0720_9/04380_1784521718429240_0.jpg,0,0,3,images/0720_9/04380_1784521718429240_0.jpg,images/0720_9/04380_1784521718429240_0.jpg,1.0
stage0,stage0_000003,images/0720_9/04381_1784521718467241_0.jpg,0,0,3,images/0720_9/04380_1784521718429240_0.jpg,images/0720_9/04380_1784521718429240_0.jpg,0.9999980926513672
stage0,stage0_000004,images/0720_10/04842_1784522806523404_0.jpg,0,0,3,images/0720_10/04843_1784522806529405_0.jpg,images/0720_10/04843_1784522806529405_0.jpg,0.9999984502792358
stage0,stage0_000004,images/0720_10/04843_1784522806529405_0.jpg,0,0,3,images/0720_10/04843_1784522806529405_0.jpg,images/0720_10/04843_1784522806529405_0.jpg,1.0
stage0,stage0_000004,images/0720_10/04844_1784522806576406_0.jpg,0,0,3,images/0720_10/04843_1784522806529405_0.jpg,images/0720_10/04843_1784522806529405_0.jpg,0.999660849571228
stage0,stage0_000005,images/0720_10/04674_1784522437258338_0.jpg,0,0,3,images/0720_10/04675_1784522437378339_0.jpg,images/0720_10/04675_1784522437378339_0.jpg,0.9996449947357178
stage0,stage0_000005,images/0720_10/04675_1784522437378339_0.jpg,0,0,3,images/0720_10/04675_1784522437378339_0.jpg,images/0720_10/04675_1784522437378339_0.jpg,1.0
stage0,stage0_000005,images/0720_10/04676_1784522437414340_0.jpg,0,0,3,images/0720_10/04675_1784522437378339_0.jpg,images/0720_10/04675_1784522437378339_0.jpg,0.999997615814209
stage0,stage0_000006,images/0720_11/05156_1784523482464530_0.jpg,0,0,3,images/0720_11/05157_1784523482465531_0.jpg,images/0720_11/05157_1784523482465531_0.jpg,0.9999958276748657
stage0,stage0_000006,images/0720_11/05157_1784523482465531_0.jpg,0,0,3,images/0720_11/05157_1784523482465531_0.jpg,images/0720_11/05157_1784523482465531_0.jpg,1.0
stage0,stage0_000006,images/0720_11/05158_1784523482515532_0.jpg,0,0,3,images/0720_11/05157_1784523482465531_0.jpg,images/0720_11/05157_1784523482465531_0.jpg,0.9996420741081238
stage0,stage0_000007,images/0720_9/04432_1784521904717242_0.jpg,0,0,3,images/0720_9/04433_1784521904832243_0.jpg,images/0720_9/04433_1784521904832243_0.jpg,0.9996095299720764
stage0,stage0_000007,images/0720_9/04433_1784521904832243_0.jpg,0,0,3,images/0720_9/04433_1784521904832243_0.jpg,images/0720_9/04433_1784521904832243_0.jpg,1.0
stage0,stage0_000007,images/0720_9/04434_1784521904864244_0.jpg,0,0,3,images/0720_9/04433_1784521904832243_0.jpg,images/0720_9/04433_1784521904832243_0.jpg,0.999998927116394
stage0,stage0_000008,images/0720_10/04835_1784522791329401_0.jpg,0,0,3,images/0720_10/04836_1784522791334402_0.jpg,images/0720_10/04836_1784522791334402_0.jpg,0.999997615814209
stage0,stage0_000008,images/0720_10/04836_1784522791334402_0.jpg,0,0,3,images/0720_10/04836_1784522791334402_0.jpg,images/0720_10/04836_1784522791334402_0.jpg,1.0
stage0,stage0_000008,images/0720_10/04837_1784522791379403_0.jpg,0,0,3,images/0720_10/04836_1784522791334402_0.jpg,images/0720_10/04836_1784522791334402_0.jpg,0.9995921850204468
stage0,stage0_000009,images/0720_11/05142_1784523452272524_0.jpg,0,0,3,images/0720_11/05143_1784523452366525_0.jpg,images/0720_11/05143_1784523452366525_0.jpg,0.9994972348213196
stage0,stage0_000009,images/0720_11/05143_1784523452366525_0.jpg,0,0,3,images/0720_11/05143_1784523452366525_0.jpg,images/0720_11/05143_1784523452366525_0.jpg,1.0
stage0,stage0_000009,images/0720_11/05144_1784523452375526_0.jpg,0,0,3,images/0720_11/05143_1784523452366525_0.jpg,images/0720_11/05143_1784523452366525_0.jpg,0.999997615814209
stage0,stage0_000010,images/0720_10/04958_1784523051073452_0.jpg,1,1,3,images/0720_10/04959_1784523051204453_0.jpg,images/0720_10/04959_1784523051204453_0.jpg,0.9994831085205078
stage0,stage0_000010,images/0720_10/04959_1784523051204453_0.jpg,1,1,3,images/0720_10/04959_1784523051204453_0.jpg,images/0720_10/04959_1784523051204453_0.jpg,1.0
stage0,stage0_000010,images/0720_10/04960_1784523051223454_0.jpg,1,1,3,images/0720_10/04959_1784523051204453_0.jpg,images/0720_10/04959_1784523051204453_0.jpg,0.9999977946281433
stage0,stage0_000011,images/0720_10/04724_1784522542855359_0.jpg,0,0,3,images/0720_10/04725_1784522542998360_0.jpg,images/0720_10/04725_1784522542998360_0.jpg,0.9994713068008423
stage0,stage0_000011,images/0720_10/04725_1784522542998360_0.jpg,0,0,3,images/0720_10/04725_1784522542998360_0.jpg,images/0720_10/04725_1784522542998360_0.jpg,1.0
stage0,stage0_000011,images/0720_10/04726_1784522543003361_0.jpg,0,0,3,images/0720_10/04725_1784522542998360_0.jpg,images/0720_10/04725_1784522542998360_0.jpg,0.9999985694885254
stage0,stage0_000012,images/0720_10/04732_1784522557901362_0.jpg,0,0,3,images/0720_10/04733_1784522558041363_0.jpg,images/0720_10/04733_1784522558041363_0.jpg,0.9994648694992065
stage0,stage0_000012,images/0720_10/04733_1784522558041363_0.jpg,0,0,3,images/0720_10/04733_1784522558041363_0.jpg,images/0720_10/04733_1784522558041363_0.jpg,1.0
stage0,stage0_000012,images/0720_10/04734_1784522558047364_0.jpg,0,0,3,images/0720_10/04733_1784522558041363_0.jpg,images/0720_10/04733_1784522558041363_0.jpg,0.9999985694885254
stage0,stage0_000013,images/0720_10/04821_1784522761239395_0.jpg,0,0,3,images/0720_10/04822_1784522761239396_0.jpg,images/0720_10/04822_1784522761239396_0.jpg,0.999997615814209
stage0,stage0_000013,images/0720_10/04822_1784522761239396_0.jpg,0,0,3,images/0720_10/04822_1784522761239396_0.jpg,images/0720_10/04822_1784522761239396_0.jpg,1.0
stage0,stage0_000013,images/0720_10/04823_1784522761266397_0.jpg,0,0,3,images/0720_10/04822_1784522761239396_0.jpg,images/0720_10/04822_1784522761239396_0.jpg,0.9994277358055115
stage0,stage0_000014,images/0720_11/05163_1784523497508533_0.jpg,0,0,3,images/0720_11/05164_1784523497512534_0.jpg,images/0720_11/05164_1784523497512534_0.jpg,0.9999972581863403
stage0,stage0_000014,images/0720_11/05164_1784523497512534_0.jpg,0,0,3,images/0720_11/05164_1784523497512534_0.jpg,images/0720_11/05164_1784523497512534_0.jpg,1.0
stage0,stage0_000014,images/0720_11/05165_1784523497707535_0.jpg,0,0,3,images/0720_11/05164_1784523497512534_0.jpg,images/0720_11/05164_1784523497512534_0.jpg,0.9994276762008667
stage0,stage0_000015,images/0720_10/04871_1784522866863416_0.jpg,0,0,3,images/0720_10/04872_1784522866865417_0.jpg,images/0720_10/04872_1784522866865417_0.jpg,0.9999985694885254
stage0,stage0_000015,images/0720_10/04872_1784522866865417_0.jpg,0,0,3,images/0720_10/04872_1784522866865417_0.jpg,images/0720_10/04872_1784522866865417_0.jpg,1.0
stage0,stage0_000015,images/0720_10/04873_1784522867053418_0.jpg,0,0,3,images/0720_10/04872_1784522866865417_0.jpg,images/0720_10/04872_1784522866865417_0.jpg,0.9994133114814758
stage0,stage0_000016,images/0720_10/04717_1784522527690356_0.jpg,0,0,3,images/0720_10/04718_1784522527800357_0.jpg,images/0720_10/04718_1784522527800357_0.jpg,0.9994030594825745
stage0,stage0_000016,images/0720_10/04718_1784522527800357_0.jpg,0,0,3,images/0720_10/04718_1784522527800357_0.jpg,images/0720_10/04718_1784522527800357_0.jpg,1.0
stage0,stage0_000016,images/0720_10/04719_1784522527810358_0.jpg,0,0,3,images/0720_10/04718_1784522527800357_0.jpg,images/0720_10/04718_1784522527800357_0.jpg,0.9999980926513672
stage0,stage0_000017,images/0720_11/05149_1784523467414527_0.jpg,0,0,3,images/0720_11/05150_1784523467421528_0.jpg,images/0720_11/05150_1784523467421528_0.jpg,0.9999986886978149
stage0,stage0_000017,images/0720_11/05150_1784523467421528_0.jpg,0,0,3,images/0720_11/05150_1784523467421528_0.jpg,images/0720_11/05150_1784523467421528_0.jpg,1.0
stage0,stage0_000017,images/0720_11/05151_1784523467468529_0.jpg,0,0,3,images/0720_11/05150_1784523467421528_0.jpg,images/0720_11/05150_1784523467421528_0.jpg,0.9993802309036255
stage0,stage0_000018,images/0720_10/04656_1784522391138332_0.jpg,0,0,3,images/0720_10/04657_1784522391145333_0.jpg,images/0720_10/04657_1784522391145333_0.jpg,0.9999972581863403
stage0,stage0_000018,images/0720_10/04657_1784522391145333_0.jpg,0,0,3,images/0720_10/04657_1784522391145333_0.jpg,images/0720_10/04657_1784522391145333_0.jpg,1.0
stage0,stage0_000018,images/0720_10/04658_1784522391343334_0.jpg,0,0,3,images/0720_10/04657_1784522391145333_0.jpg,images/0720_10/04657_1784522391145333_0.jpg,0.999204695224762
stage0,stage0_000019,images/0720_11/05308_1784523801697593_0.jpg,1,1,3,images/0720_11/05309_1784523801849594_0.jpg,images/0720_11/05309_1784523801849594_0.jpg,0.9992020130157471
stage0,stage0_000019,images/0720_11/05309_1784523801849594_0.jpg,1,1,3,images/0720_11/05309_1784523801849594_0.jpg,images/0720_11/05309_1784523801849594_0.jpg,1.0
stage0,stage0_000019,images/0720_11/05310_1784523801857595_0.jpg,1,1,3,images/0720_11/05309_1784523801849594_0.jpg,images/0720_11/05309_1784523801849594_0.jpg,0.999998152256012
stage0,stage0_000020,images/0720_11/05316_1784523816749596_0.jpg,0,0,3,images/0720_11/05317_1784523817015597_0.jpg,images/0720_11/05317_1784523817015597_0.jpg,0.9991608262062073
stage0,stage0_000020,images/0720_11/05317_1784523817015597_0.jpg,0,0,3,images/0720_11/05317_1784523817015597_0.jpg,images/0720_11/05317_1784523817015597_0.jpg,1.0
stage0,stage0_000020,images/0720_11/05318_1784523817052598_0.jpg,0,0,3,images/0720_11/05317_1784523817015597_0.jpg,images/0720_11/05317_1784523817015597_0.jpg,0.9999985694885254
stage0,stage0_000021,images/0720_10/04878_1784522882058419_0.jpg,0,0,3,images/0720_10/04879_1784522882066420_0.jpg,images/0720_10/04879_1784522882066420_0.jpg,0.9999984502792358
stage0,stage0_000021,images/0720_10/04879_1784522882066420_0.jpg,0,0,3,images/0720_10/04879_1784522882066420_0.jpg,images/0720_10/04879_1784522882066420_0.jpg,1.0
stage0,stage0_000021,images/0720_10/04880_1784522882101421_0.jpg,0,0,3,images/0720_10/04879_1784522882066420_0.jpg,images/0720_10/04879_1784522882066420_0.jpg,0.9991581439971924
stage0,stage0_000022,images/0720_11/05185_1784523544904542_0.jpg,1,1,3,images/0720_11/05186_1784523545204543_0.jpg,images/0720_11/05186_1784523545204543_0.jpg,0.9991195201873779
stage0,stage0_000022,images/0720_11/05186_1784523545204543_0.jpg,1,1,3,images/0720_11/05186_1784523545204543_0.jpg,images/0720_11/05186_1784523545204543_0.jpg,1.0
stage0,stage0_000022,images/0720_11/05187_1784523545206544_0.jpg,1,1,3,images/0720_11/05186_1784523545204543_0.jpg,images/0720_11/05186_1784523545204543_0.jpg,0.9999990463256836
stage0,stage0_000023,images/0720_10/04695_1784522482407347_0.jpg,0,0,3,images/0720_10/04696_1784522482522348_0.jpg,images/0720_10/04696_1784522482522348_0.jpg,0.9996330738067627
stage0,stage0_000023,images/0720_10/04696_1784522482522348_0.jpg,0,0,3,images/0720_10/04696_1784522482522348_0.jpg,images/0720_10/04696_1784522482522348_0.jpg,1.0
stage0,stage0_000023,images/0720_10/04697_1784522482660349_0.jpg,0,0,3,images/0720_10/04696_1784522482522348_0.jpg,images/0720_10/04696_1784522482522348_0.jpg,0.9994703531265259
stage0,stage0_000024,images/0720_11/05171_1784523514811536_0.jpg,0,0,3,images/0720_11/05172_1784523514963537_0.jpg,images/0720_11/05172_1784523514963537_0.jpg,0.9990940690040588
stage0,stage0_000024,images/0720_11/05172_1784523514963537_0.jpg,0,0,3,images/0720_11/05172_1784523514963537_0.jpg,images/0720_11/05172_1784523514963537_0.jpg,1.0
stage0,stage0_000024,images/0720_11/05173_1784523514965538_0.jpg,0,0,3,images/0720_11/05172_1784523514963537_0.jpg,images/0720_11/05172_1784523514963537_0.jpg,0.9999976754188538
stage0,stage0_000025,images/0720_11/05243_1784523665716566_0.jpg,0,0,3,images/0720_11/05244_1784523666166567_0.jpg,images/0720_11/05244_1784523666166567_0.jpg,0.9990291595458984
stage0,stage0_000025,images/0720_11/05244_1784523666166567_0.jpg,0,0,3,images/0720_11/05244_1784523666166567_0.jpg,images/0720_11/05244_1784523666166567_0.jpg,1.0
stage0,stage0_000025,images/0720_11/05245_1784523666167568_0.jpg,0,0,3,images/0720_11/05244_1784523666166567_0.jpg,images/0720_11/05244_1784523666166567_0.jpg,0.9999969005584717
stage0,stage0_000026,images/0720_11/05301_1784523786653590_0.jpg,0,0,3,images/0720_11/05302_1784523786802591_0.jpg,images/0720_11/05302_1784523786802591_0.jpg,0.9989572167396545
stage0,stage0_000026,images/0720_11/05302_1784523786802591_0.jpg,0,0,3,images/0720_11/05302_1784523786802591_0.jpg,images/0720_11/05302_1784523786802591_0.jpg,1.0
stage0,stage0_000026,images/0720_11/05303_1784523786803592_0.jpg,0,0,3,images/0720_11/05302_1784523786802591_0.jpg,images/0720_11/05302_1784523786802591_0.jpg,0.9999972581863403
stage0,stage0_000027,images/0720_10/04710_1784522512613353_0.jpg,0,0,3,images/0720_10/04711_1784522512641354_0.jpg,images/0720_10/04711_1784522512641354_0.jpg,0.9996411204338074
stage0,stage0_000027,images/0720_10/04711_1784522512641354_0.jpg,0,0,3,images/0720_10/04711_1784522512641354_0.jpg,images/0720_10/04711_1784522512641354_0.jpg,1.0
stage0,stage0_000027,images/0720_10/04712_1784522512748355_0.jpg,0,0,3,images/0720_10/04711_1784522512641354_0.jpg,images/0720_10/04711_1784522512641354_0.jpg,0.9993027448654175
stage0,stage0_000028,images/0720_10/04951_1784523036024449_0.jpg,2,1,3,images/0720_10/04952_1784523036028450_0.jpg,images/0720_10/04952_1784523036028450_0.jpg,0.9994933605194092
stage0,stage0_000028,images/0720_10/04952_1784523036028450_0.jpg,2,1,3,images/0720_10/04952_1784523036028450_0.jpg,images/0720_10/04952_1784523036028450_0.jpg,1.0
stage0,stage0_000028,images/0720_10/04953_1784523036149451_0.jpg,2,1,3,images/0720_10/04952_1784523036028450_0.jpg,images/0720_10/04952_1784523036028450_0.jpg,0.9993706941604614
stage0,stage0_000029,images/0720_11/05250_1784523680761569_0.jpg,0,0,3,images/0720_11/05251_1784523681208570_0.jpg,images/0720_11/05251_1784523681208570_0.jpg,0.9988593459129333
stage0,stage0_000029,images/0720_11/05251_1784523681208570_0.jpg,0,0,3,images/0720_11/05251_1784523681208570_0.jpg,images/0720_11/05251_1784523681208570_0.jpg,1.0
stage0,stage0_000029,images/0720_11/05252_1784523681210571_0.jpg,0,0,3,images/0720_11/05251_1784523681208570_0.jpg,images/0720_11/05251_1784523681208570_0.jpg,0.9999979138374329
stage0,stage0_000030,images/0720_10/04857_1784522836611410_0.jpg,0,0,3,images/0720_10/04858_1784522836772411_0.jpg,images/0720_10/04858_1784522836772411_0.jpg,0.9992662072181702
stage0,stage0_000030,images/0720_10/04858_1784522836772411_0.jpg,0,0,3,images/0720_10/04858_1784522836772411_0.jpg,images/0720_10/04858_1784522836772411_0.jpg,1.0
stage0,stage0_000030,images/0720_10/04859_1784522836812412_0.jpg,0,0,3,images/0720_10/04858_1784522836772411_0.jpg,images/0720_10/04858_1784522836772411_0.jpg,0.9995612502098083
stage0,stage0_000031,images/0720_11/05229_1784523635475560_0.jpg,0,0,3,images/0720_11/05230_1784523635925561_0.jpg,images/0720_11/05230_1784523635925561_0.jpg,0.998807966709137
stage0,stage0_000031,images/0720_11/05230_1784523635925561_0.jpg,0,0,3,images/0720_11/05230_1784523635925561_0.jpg,images/0720_11/05230_1784523635925561_0.jpg,1.0
stage0,stage0_000031,images/0720_11/05231_1784523635927562_0.jpg,0,0,3,images/0720_11/05230_1784523635925561_0.jpg,images/0720_11/05230_1784523635925561_0.jpg,0.9999978542327881
stage0,stage0_000032,images/0720_9/04226_1784521089996119_0.jpg,0,0,3,images/0720_9/04227_1784521090753120_0.jpg,images/0720_9/04227_1784521090753120_0.jpg,0.9987866878509521
stage0,stage0_000032,images/0720_9/04227_1784521090753120_0.jpg,0,0,3,images/0720_9/04227_1784521090753120_0.jpg,images/0720_9/04227_1784521090753120_0.jpg,1.0
stage0,stage0_000032,images/0720_9/04228_1784521090766121_0.jpg,0,0,3,images/0720_9/04227_1784521090753120_0.jpg,images/0720_9/04227_1784521090753120_0.jpg,0.9999973177909851
stage0,stage0_000033,images/0720_10/04914_1784522960339434_0.jpg,0,0,3,images/0720_10/04915_1784522960593435_0.jpg,images/0720_10/04915_1784522960593435_0.jpg,0.9987556338310242
stage0,stage0_000033,images/0720_10/04915_1784522960593435_0.jpg,0,0,3,images/0720_10/04915_1784522960593435_0.jpg,images/0720_10/04915_1784522960593435_0.jpg,1.0
stage0,stage0_000033,images/0720_10/04916_1784522960610436_0.jpg,0,0,3,images/0720_10/04915_1784522960593435_0.jpg,images/0720_10/04915_1784522960593435_0.jpg,0.9999990463256836
stage0,stage0_000034,images/0720_10/04850_1784522821569407_0.jpg,0,0,3,images/0720_10/04851_1784522821577408_0.jpg,images/0720_10/04851_1784522821577408_0.jpg,0.9999987483024597
stage0,stage0_000034,images/0720_10/04851_1784522821577408_0.jpg,0,0,3,images/0720_10/04851_1784522821577408_0.jpg,images/0720_10/04851_1784522821577408_0.jpg,1.0
stage0,stage0_000034,images/0720_10/04852_1784522821769409_0.jpg,0,0,3,images/0720_10/04851_1784522821577408_0.jpg,images/0720_10/04851_1784522821577408_0.jpg,0.998751163482666
stage0,stage0_000035,images/0720_10/04761_1784522618072374_0.jpg,0,0,3,images/0720_10/04762_1784522618368375_0.jpg,images/0720_10/04762_1784522618368375_0.jpg,0.9993639588356018
stage0,stage0_000035,images/0720_10/04762_1784522618368375_0.jpg,0,0,3,images/0720_10/04762_1784522618368375_0.jpg,images/0720_10/04762_1784522618368375_0.jpg,1.0
stage0,stage0_000035,images/0720_10/04763_1784522618530376_0.jpg,0,0,3,images/0720_10/04762_1784522618368375_0.jpg,images/0720_10/04762_1784522618368375_0.jpg,0.9992837309837341
stage0,stage0_000036,images/0720_9/04244_1784521165687134_0.jpg,0,0,3,images/0720_9/04245_1784521166128135_0.jpg,images/0720_9/04245_1784521166128135_0.jpg,0.9992238879203796
stage0,stage0_000036,images/0720_9/04245_1784521166128135_0.jpg,0,0,3,images/0720_9/04245_1784521166128135_0.jpg,images/0720_9/04245_1784521166128135_0.jpg,1.0
stage0,stage0_000036,images/0720_9/04246_1784521166606136_0.jpg,0,0,3,images/0720_9/04245_1784521166128135_0.jpg,images/0720_9/04245_1784521166128135_0.jpg,0.9993869662284851
stage0,stage0_000037,images/0720_11/05359_1784523907459614_0.jpg,0,0,3,images/0720_11/05360_1784523907489615_0.jpg,images/0720_11/05360_1784523907489615_0.jpg,0.9997589588165283
stage0,stage0_000037,images/0720_11/05360_1784523907489615_0.jpg,0,0,3,images/0720_11/05360_1784523907489615_0.jpg,images/0720_11/05360_1784523907489615_0.jpg,1.0
stage0,stage0_000037,images/0720_11/05361_1784523908087616_0.jpg,0,0,3,images/0720_11/05360_1784523907489615_0.jpg,images/0720_11/05360_1784523907489615_0.jpg,0.9986680150032043
stage0,stage0_000038,images/0720_10/04663_1784522406186335_0.jpg,0,0,3,images/0720_10/04664_1784522406189336_0.jpg,images/0720_10/04664_1784522406189336_0.jpg,0.9999977350234985
stage0,stage0_000038,images/0720_10/04664_1784522406189336_0.jpg,0,0,3,images/0720_10/04664_1784522406189336_0.jpg,images/0720_10/04664_1784522406189336_0.jpg,1.0
stage0,stage0_000038,images/0720_10/04665_1784522406386337_0.jpg,0,0,3,images/0720_10/04664_1784522406189336_0.jpg,images/0720_10/04664_1784522406189336_0.jpg,0.9984196424484253
stage0,stage0_000039,images/0720_11/05160_1784523489290761_0.jpg,2,1,3,images/0720_11/05161_1784523489863762_0.jpg,images/0720_11/05161_1784523489863762_0.jpg,0.9987186193466187
stage0,stage0_000039,images/0720_11/05161_1784523489863762_0.jpg,2,1,3,images/0720_11/05161_1784523489863762_0.jpg,images/0720_11/05161_1784523489863762_0.jpg,1.0
stage0,stage0_000039,images/0720_11/05162_1784523489978763_0.jpg,2,1,3,images/0720_11/05161_1784523489863762_0.jpg,images/0720_11/05161_1784523489863762_0.jpg,0.9995642900466919
stage0,stage0_000040,images/0720_9/04195_1784520953464092_0.jpg,0,0,3,images/0720_9/04196_1784520954688093_0.jpg,images/0720_9/04196_1784520954688093_0.jpg,0.9982706904411316
stage0,stage0_000040,images/0720_9/04196_1784520954688093_0.jpg,0,0,3,images/0720_9/04196_1784520954688093_0.jpg,images/0720_9/04196_1784520954688093_0.jpg,1.0
stage0,stage0_000040,images/0720_9/04197_1784520954688094_0.jpg,0,0,3,images/0720_9/04196_1784520954688093_0.jpg,images/0720_9/04196_1784520954688093_0.jpg,0.9999985694885254
